# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz --solver mosek --formulation tree --max-iters 10000
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Austin_trips.tntp.gz coef=6.0
Instance: 7388 vertices, 18961 arcs, 1081717 commodities, 1117 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1117, capped_arcs=18961)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot
  227   5.4450e+06   5.4260e+06   5.4445e+06  11525   1320     0   1115    844      5      2   1.607   0.096   0.032   1.897
  228   5.4447e+06   5.4260e+06   5.4447e+06  11120   1312     0   1115   1520      0      8   2.551   0.094   0.026   2.825
  229   5.4443e+06   5.4294e+06   5.4443e+06  10942   1312     0   1115   1293      0      0   1.424   0.093   0.025   1.677
  230   5.4443e+06   5.4294e+06   5.4429e+06  10817   1330     0   1115   1240     19      1   1.404   0.093   0.035   1.682
  231   5.4443e+06   5.4294e+06   3.6171e+07  10880   1337     5   1116   1053      7      0   1.253   0.094   0.027   1.523
  232   5.4443e+06   5.4294e+06   5.9101e+06  10962   1340     1   1116   1034      3      0   1.688   0.098   0.024   1.963
  233   5.4443e+06   5.4294e+06   5.4560e+06  11066   1336     0   1115   1011      0      4   1.720   0.092   0.024   1.973
  234   5.4443e+06   5.4294e+06   5.4517e+06  11208   1336     0   1115    973      0      0   1.580   0.090   0.024   1.833
  235   5.4443e+06   5.4294e+06   5.4494e+06  11150   1336     0   1115   1173      2      2   2.773   0.091   0.033   3.068
  236   5.4443e+06   5.4294e+06   5.4476e+06  10955   1329     0   1115   1310      2      9   1.671   0.095   0.035   1.960
  237   5.4443e+06   5.4294e+06   5.4480e+06  10904   1324     0   1115   1166      1      6   1.369   0.094   0.031   1.639
  238   5.4443e+06   5.4294e+06   5.4470e+06  10763   1323     0   1115   1256      0      1   1.311   0.093   0.024   1.569
  239   5.4443e+06   5.4294e+06   5.4461e+06  10589   1321     0   1115   1289      0      2   1.494   0.096   0.024   1.749
  240   5.4443e+06   5.4294e+06   5.4456e+06  10567   1322     0   1115   1137      1      0   2.536   0.095   0.030   2.805
  241   5.4443e+06   5.4294e+06   5.4450e+06  10402   1321     0   1115   1280      0      1   1.455   0.096   0.026   1.715
  242   5.4443e+06   5.4294e+06   5.4442e+06  10369   1324     0   1115   1148      3      0   1.297   0.096   0.032   1.574
  243   5.4438e+06   5.4294e+06   5.4438e+06  10445   1321     0   1115   1039      0      3   1.639   0.094   0.023   1.896
  244   5.4438e+06   5.4294e+06   5.4435e+06  10546   1327     0   1115   1014      6      0   1.476   0.095   0.030   1.745
  245   5.4436e+06   5.4294e+06   5.4436e+06  10533   1327     0   1115   1128      0      0   1.560   0.094   0.024   1.811
  246   5.4430e+06   5.4294e+06   5.4430e+06  10601   1327     0   1115   1047      0      0   1.438   0.095   0.025   1.700
  247   5.4430e+06   5.4294e+06   5.4424e+06  11017   1333     0   1115    699      6      0   1.415   0.092   0.032   1.692
  248   5.4430e+06   5.4294e+06   5.4434e+06  11143   1332     0   1115    989      0      1   1.904   0.091   0.025   2.163
  249   5.4430e+06   5.4294e+06   5.4431e+06  11283   1335     0   1115    975      3      0   1.785   0.091   0.033   2.066
  250   5.4430e+06   5.4294e+06   5.4432e+06  11365   1335     0   1115   1033      5      5   1.859   0.092   0.035   2.143
  251   5.4430e+06   5.4294e+06   8.1125e+06  11389   1337     2   1117   1093      3      1   1.865   0.092   0.031   2.147
  252   5.4430e+06   5.4294e+06   5.4459e+06  11828   1338     0   1116    677      2      1   1.817   0.091   0.033   2.109
  253   5.4430e+06   5.4294e+06   5.4440e+06  11609   1340     0   1115   1334      5      3   1.858   0.100   0.040   2.153
  254   5.4430e+06   5.4294e+06   5.4432e+06  11413   1343     0   1115   1311      3      0   1.804   0.100   0.035   2.089
  255   5.4430e+06   5.4294e+06   5.4435e+06  11626   1341     0   1115    902      0      2   1.836   0.099   0.025   2.110
  256   5.4430e+06   5.4309e+06   5.4432e+06  11566   1340     0   1115   1175      0      1   1.851   0.097   0.026   2.117
  257   5.4430e+06   5.4332e+06   5.4430e+06  11289   1339     0   1115   1392      0      1   2.135   0.094   0.027   2.397
  258   5.4430e+06   5.4332e+06   5.4424e+06  11154   1345     0   1115   1250      6      0   1.880   0.097   0.037   2.168
  259   5.4430e+06   5.4332e+06   5.4426e+06  11176   1350     0   1115   1093      5      0   2.210   0.095   0.034   2.490
  260   5.4430e+06   5.4332e+06   5.4426e+06  11087   1350     0   1115   1204      2      2   2.063   0.098   0.034   2.359
  261   5.4423e+06   5.4332e+06   5.4423e+06  11018   1350     0   1115   1184      0      0   2.311   0.094   0.025   2.565
  262   5.4423e+06   5.4332e+06   5.4420e+06  11008   1355     0   1115   1125      5      0   2.447   0.096   0.033   2.724
  263   5.4423e+06   5.4332e+06   5.4420e+06  11421   1357     0   1115    702      3      1   2.813   0.094   0.035   3.100
  264   5.4423e+06   5.4332e+06   5.4420e+06  11538   1362     0   1115    998      5      0   2.765   0.096   0.035   3.055
  265   5.4422e+06   5.4332e+06   5.4422e+06  11809   1360     0   1115    844      0      2   2.873   0.094   0.026   3.142
  266   5.4422e+06   5.4332e+06   5.4419e+06  11695   1366     0   1115   1229      7      1   2.990   0.094   0.037   3.278
  267   5.4417e+06   5.4332e+06   5.4417e+06  11861   1364     0   1115    949      0      2   3.956   0.100   0.029   4.235
  268   5.4417e+06   5.4332e+06   5.4415e+06  12030   1360     0   1115    946      1      5   3.245   0.096   0.036   3.542
  269   5.4417e+06   5.4332e+06   5.4411e+06  11874   1359     0   1115   1271      3      4   2.613   0.098   0.036   2.919
  270   5.4417e+06   5.4332e+06   5.4409e+06  11767   1359     0   1115   1222      1      1   3.150   0.099   0.039   3.466
  271   5.4417e+06   5.4332e+06   5.4407e+06  11718   1359     0   1115   1164      4      4   2.703   0.099   0.039   2.997
  272   5.4417e+06   5.4332e+06   5.4405e+06  11849   1362     0   1115    984      5      2   3.157   0.098   0.037   3.457
  273   5.4417e+06   5.4332e+06   5.4403e+06  11622   1368     0   1115   1342      6      0   2.854   0.097   0.038   3.151
  274   5.4403e+06   5.4332e+06   5.4403e+06  12110   1367     0   1115    627      0      1   3.860   0.095   0.026   4.142
  275   5.4401e+06   5.4332e+06   5.4401e+06  12377   1364     0   1115    848      0      3   3.258   0.096   0.028   3.544
  276   5.4400e+06   5.4350e+06   5.4400e+06  13042   1364     0   1115    450      0      0   2.768   0.098   0.030   3.079
  277   5.4400e+06   5.4350e+06   5.4399e+06  13565   1366     0   1115    592      5      3   3.459   0.096   0.043   3.791
  278   5.4400e+06   5.4350e+06   5.4396e+06  14396   1366     0   1115    284      1      1   4.023   0.098   0.046   4.381
  279   5.4400e+06   5.4350e+06   5.4396e+06  14768   1366     0   1115    743      1      1   3.689   0.101   0.047   4.031
  280   5.4395e+06   5.4358e+06   5.4395e+06  15464   1366     0   1115    419      0      0   4.349   0.095   0.033   4.664
  281   5.4394e+06   5.4363e+06   5.4394e+06  16159   1363     0   1115    420      0      3   4.530   0.100   0.034   4.862
  282   5.4393e+06   5.4363e+06   5.4393e+06  13810   1362     0   1115   3464      0      1   4.108   0.102   0.038   4.487
  283   5.4393e+06   5.4363e+06   5.4392e+06  14148   1361     0   1115    777      2      3   3.153   0.098   0.044   3.479
  284   5.4392e+06   5.4363e+06   5.4392e+06  13652   1360     0   1115   1611      0      1   3.711   0.098   0.032   4.012
  285   5.4392e+06   5.4365e+06   5.4392e+06  13638   1360     0   1115   1129      0      0   3.455   0.096   0.030   3.743
  286   5.4392e+06   5.4365e+06   5.4392e+06  14288   1362     0   1115    465      2      0   3.094   0.100   0.045   3.417
  287   5.4392e+06   5.4365e+06   5.4392e+06  14563   1365     0   1115    840      3      0   3.313   0.097   0.045   3.641
  288   5.4392e+06   5.4365e+06   5.4391e+06  15303   1367     0   1115    375      3      1   3.207   0.095   0.046   3.533
  289   5.4391e+06   5.4368e+06   5.4391e+06  15459   1367     0   1114    958      0      0   3.367   0.095   0.035   3.659
  290   5.4390e+06   5.4372e+06   5.4390e+06  15621   1367     0   1114    952      0      0   3.623   0.094   0.033   3.916
  291   5.4390e+06   5.4372e+06   5.4390e+06  16153   1369     0   1114    582      2      0   3.907   0.094   0.048   4.242
  292   5.4390e+06   5.4372e+06   5.4390e+06  16457   1370     0   1115    811      3      2   3.732   0.095   0.047   4.082
  293   5.4390e+06   5.4372e+06   5.4390e+06  17041   1369     0   1115    531      0      1   4.451   0.095   0.033   4.780
  294   5.4389e+06   5.4372e+06   5.4389e+06  17749   1367     0   1114    406      0      2   4.095   0.094   0.036   4.428
  295   5.4389e+06   5.4372e+06   5.4389e+06  18422   1368     0   1115    442      1      0   4.161   0.096   0.052   4.560
  296   5.4388e+06   5.4372e+06   5.4388e+06  19019   1368     0   1113    516      0      0   4.606   0.098   0.043   4.976
  297   5.4388e+06   5.4373e+06   5.4388e+06  19992   1366     0   1112    139      0      2   4.386   0.094   0.042   4.797
  298   5.4388e+06   5.4374e+06   5.4388e+06  19800   1364     0   1112   1304      0      2   4.843   0.104   0.042   5.192
  299   5.4388e+06   5.4374e+06   5.4388e+06  20366   1368     0   1113    547      4      0   5.131   0.097   0.060   5.535
  300   5.4388e+06   5.4374e+06   5.4388e+06  20798   1371     0   1111    679      4      1   5.751   0.097   0.064   6.172
  301   5.4388e+06   5.4376e+06   5.4388e+06  21579   1371     0   1105    324      0      0   5.091   0.098   0.046   5.490
  302   5.4388e+06   5.4376e+06   5.4388e+06  21686   1369     0   1097    990      0      2   6.901   0.096   0.045   7.269
  303   5.4388e+06   5.4376e+06   5.4388e+06  22273   1377     0   1097    510      9      1   6.076   0.096   0.070   6.519
  304   5.4388e+06   5.4376e+06   5.4388e+06  23200   1378     0   1092    165      1      0   6.071   0.095   0.072   6.543
  305   5.4388e+06   5.4376e+06   5.4388e+06  24094   1378     0   1096    202      0      0   7.073   0.095   0.049   7.480
  306   5.4388e+06   5.4377e+06   5.4388e+06  24788   1377     0   1073    379      0      1   6.845   0.094   0.051   7.244
  307   5.4388e+06   5.4377e+06   5.4388e+06  25682   1377     0   1017    123      0      0   8.285   0.093   0.055   8.705
  308   5.4388e+06   5.4377e+06   5.4388e+06  26540   1377     0    991    133      0      0   7.844   0.093   0.055   8.245
  309   5.4388e+06   5.4378e+06   5.4388e+06  27393   1369     0    939     86      0      8   8.168   0.097   0.059   8.599
  310   5.4388e+06   5.4378e+06   5.4388e+06  28028   1369     0    753    118      0      0   7.452   0.093   0.058   7.843
  311   5.4388e+06   5.4378e+06   5.4388e+06  28748   1369     0    754     34      0      0   7.708   0.105   0.022   8.091
  312   5.4388e+06   5.4378e+06   5.4388e+06  29330   1369     0    582      0      0      0  10.723   0.105   0.021  10.909
  313   5.4388e+06   5.4378e+06   5.4388e+06  29752   1369     0    422      0      0      0   7.701   0.103   0.022   7.870
  314   5.4388e+06   5.4378e+06   5.4388e+06  30098   1368     0    348      2      0      1  10.045   0.098   0.023  10.393
  315   5.4388e+06   5.4378e+06   5.4388e+06  30377   1368     0    279      0      0      0   8.556   0.097   0.019   8.700
  316   5.4388e+06   5.4378e+06   5.4388e+06  29572   1368     0    221   1026      0      0   7.412   0.103   0.015   7.749
  317   5.4388e+06   5.4378e+06   5.4388e+06  29694   1368     0    200     78      0      0   7.215   0.105   0.018   7.545
  318   5.4388e+06   5.4378e+06   5.4388e+06  29758   1368     0     95     31      0      0   6.765   0.104   0.019   7.085
  319   5.4388e+06   5.4378e+06   5.4388e+06  29929   1368     0    175      4      0      0   8.217   0.101   0.020   8.536
  320   5.4388e+06   5.4378e+06   5.4388e+06  29923   1368     0     28     34      0      0   7.108   0.106   0.020   7.425
  321   5.4388e+06   5.4378e+06   5.4388e+06  29923   1368     0      2      2      0      0   7.650   0.105   0.020   7.961
  322   5.4388e+06   5.4378e+06   5.4388e+06  29933   1368     0     29     19      0      0   8.028   0.105   0.016   8.337
  323   5.4388e+06   5.4378e+06   5.4388e+06  29732   1367     0      1    202      0      1   6.689   0.109   0.020   7.016
  324   5.4388e+06   5.4378e+06   5.4388e+06  29855   1367     0    127      4      0      0   8.109   0.096   0.016   8.412
  325   5.4388e+06   5.4378e+06   5.4388e+06  28407   1367     0      1   1449      0      0   6.636   0.105   0.016   6.977
  326   5.4388e+06   5.4378e+06   5.4388e+06  28470   1367     0    113     50      0      0   8.290   0.102   0.016   8.596
  327   5.4388e+06   5.4378e+06   5.4388e+06  28470   1367     0      0      0      0      0   6.549   0.200   0.018   6.768
CG optimal after 327 iterations. UB=5438762.884750 LB=5437789.628705 gap=9.733e+02 tol=5.439e+02  t_LP=777.881  t_PR=32.436  t_SP=9.837  t_Tot=871.745

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz,tree,327,27353,5438762.884750,5437789.628705,1,872.039,777.881,32.436,9.837
