# cmd: /home/simon/code/my/mcfcg/build/mcfcg_cli /home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz --solver mosek --formulation tree --max-iters 10000 --time-limit 7200.0
# outcome: ok
# returncode: 0
# === STDERR (CG iteration log + preamble) ===
TNTP: net=/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz trips=/home/simon/code/my/mcfcg/data/transportation/Austin_trips.tntp.gz coef=6.0
Instance: 7388 vertices, 18961 arcs, 1081717 commodities, 1117 sources
Pricing threads: 32 (auto)
Slack mode: CommodityRows (struct=1117, capped_arcs=18961)
   It           UB           LB       LP_obj   #col   #row  #slk   +col   -col   +cut   -cut    t_LP    t_PR    t_SP   t_Tot     t_acc
  209   5.4388e+06   5.4378e+06   5.4388e+06  21714   1367     0     26     14      0      0   8.190   0.101   0.011   8.444   666.207
  210   5.4388e+06   5.4378e+06   5.4388e+06  21715   1367     0     16     15      0      0   7.359   0.109   0.010   7.616   673.823
  211   5.4388e+06   5.4378e+06   5.4388e+06  21709   1370     0      2      8      3      0   7.645   0.112   0.033   7.965   681.788
  212   5.4388e+06   5.4378e+06   5.4388e+06  21765   1370     0     91     35      0      0   8.289   0.109   0.010   8.552   690.340
  213   5.4388e+06   5.4378e+06   5.4388e+06  21670   1370     0     33    128      0      0   8.465   0.109   0.013   8.728   699.067
  214   5.4388e+06   5.4378e+06   5.4388e+06  21902   1370     0    246     14      0      0   7.194   0.108   0.010   7.467   706.535
  215   5.4388e+06   5.4378e+06   5.4388e+06  21908   1370     0      7      1      0      0   7.438   0.110   0.013   7.700   714.235
  216   5.4388e+06   5.4378e+06   5.4388e+06  21908   1370     0      0      0      0      0   7.174   0.203   0.011   7.388   721.623
CG optimal after 216 iterations. UB=5438762.766720 LB=5437782.684773 gap=9.801e+02 tol=5.439e+02  t_LP=660.882  t_PR=21.718  t_SP=6.336  t_Tot=721.880

# === STDOUT (result CSV) ===
instance,formulation,iterations,columns,objective,lower_bound,optimal,time,time_lp,time_pricing,time_separation
/home/simon/code/my/mcfcg/data/transportation/Austin_net.tntp.gz,tree,216,20791,5438762.766720,5437782.684773,1,722.136,660.882,21.718,6.336
